ColorID,Skill Name,Description,Ships,Retrofit?,Augment?,Fate?
Yellow[122],Don'tcha Just Love It?,"Increases this ship's FP by 5% (15%) and RLD by 1% (10%). When sortied in a fleet with other Eagle Union ships:Increases AA by 5% (15%) and decreases DMG taken by 5% for all your Eagle Union ships.
Increases FP by 4% (10%) for your Eagle Union BBs and BCs (New Jersey herself is also affected.)",New Jersey,,,
Yellow[123],Dragon Empery Bond,"When sortied with Ning Hai and/or Ping Hai, Yat Sen and the aforementioned ships have their damage taken decreased by 8% (20%) and Evasion Rate increased by 15% (30%).",Yat Sen,,,
Yellow[124],Dragon Empery Bond+,"When the battle starts, if there are other Dragon Empery ships in your fleet: decreases your Yat Sen's, Ning Hai's, and Ping Hai's DMG taken by 8% (20%), increases their Evasion Rate by 15% (30%), and increases your Dragon Empery ships' DMG dealt by 1% (5%). (Replaces Dragon Empery Bond)",Yat Sen,Needs Retrofit,,
Yellow[125],Dreamwaker's Bow,"Every 15s: fires a Lv.1 (Lv.10) special barrage. During the 1st and 2nd battles this ship fights in during a sortie: increases this ship's AVI by 5% (15%). When the fleet this ship is NOT in starts its 3rd, 4th, or 5th battles of a sortie, launches a Lv.1 (Lv.10) airstrike (DMG is based on the skill's level) 15s after the battle starts.[Operation Siren]
Every 15s: fires a Lv.1 (Lv.10) special barrage. During the 1st and 2nd battles this ship fights in during a sortie: increases this ship's AVI by 5% (15%). When a fleet this ship is NOT in starts its 3rd or 4th battles of a sortie: fires a Lv.1 (Lv.10) barrage (DMG is based on the skill's level) 15s after the battle starts.

[This skill's sortie battle counter resets when moving to a new area or changing your formation within Operation Siren.]",Shinano,,,
Yellow[126],Dual Nock,If equipped with a Main Gun in own Secondary Weapon slot: increases Anti-Air Gun Efficiency by 5% (15%). If equipped with an Anti-Air Gun in own Secondary Weapon slot: increases Main Gun Efficiency by 5% (15%). If placed in the backmost position in the Escort Fleet: decreases damage taken by self by 5% (15%).,Seattle,,,
Yellow[127],Eagle's Tears,"When firing main gun, 50% chance to heal the Vanguard Fleet for 4% (10%) of their max Health.",Arizona,,,
Yellow[128],Eagle's Tears+,"Once per battle, when one of your ships (excluding this ship) falls below 20% max HP as a result of damage taken: restores 5% (15%) max HP to that ship and fires a special barrage (damage is based on the skill's level). When this ship fires her Main Guns: 50% chance to restore 4% (10%) max HP to each ship in your Vanguard.",Arizona,,Needs Augment,
Yellow[129],Easygoing Composure,"Increase this ship's damage dealt to DDs and CLs by 5% (15%).
20s after the battle starts, decrease this ship's torpedo load time by 20s once, and decrease this ship's speed by 8 and damage taken by 1.5% (6%) and increase her damage dealt by 5% (15)% until the end of the battle.",Giuseppe Garibaldi,,,
Yellow[130],Elemental Link,"When this ship fires her Main Guns, if your fleet has 5 or more AP: consumes 5 AP and this ship gains a fire, ice, lightning, or wind Elemental Spirit (chosen randomly from one of the unobtained Elemental Spirits) and performs a Lv.1 (Lv.10) elemental attack of the corresponding element (5s cooldown between activations).",Lila Decyrus,,,
Yellow[131],Elemental Power,Every 10s: increases this ship's EVA by 1.5% (5%) (can be stacked up to 3 times). Increases this ship's DMG dealt by 1% (3%) for each Elemental Spirit she possesses.,Lila Decyrus,,,
Yellow[132],Engulfer of the Golden Vortex,"When this ship's torpedoes hit an enemy, decrease that enemy's Speed by 30% (60%) for 5s. As long as this ship is not Out of Ammo, increase this ship's EVA by 5% (15%).",Ägir,,,
Yellow[133],Erratic Inventor,"Use a random piece of prototype equipment with various effects every 12s:17% - Prototype Type-0 Main Gun: Fires an HE ammo barrage. Damage depends on skill level.
17% - Prototype Torpedo Tube: Fires a torpedo barrage. Damage depends on skill level.
14% - Special Pyrotechnics Bomb: Fires a shrapnel bomb. Damage depends on skill level.
14% - Repulsion Shield: Spawns a stationary shield that can block 60 hits and lasts for 18s.
14% - Failed Projection Barrier: Spawns a stationary shield that can block 99 hits and lasts for 6s.
This shield will not move with your ships and has a collision box size of 0, so it will not block any shots.
14% - Portable Repair Kit: Heals all ships in the fleet for 0.4% (2.4%) of Yuubari's maximum HP.
10% - Value Bandages: Heals all ships in the fleet for 9 HP.",Yuubari,Needs Retrofit,,
Yellow[134],Eternal Light of Sardegna,"At the start of the battle: increases FP, TRP, and EVA by 5% (15%) for all Sardegna ships in your Vanguard, and increases FP, AVI, and Accuracy by 4.5% (12%) for all Sardegna ships in your Main Fleet. For each additional Sardegna ship in the same fleet (up to 2 at most): decreases the loading time of this ship's first salvo by 40%.",Vittorio Veneto,,,
Yellow[135],Ever-Burning Flames,"If this ship has an HE Main Gun equipped: increases this ship's damage against Light Armor enemies by 5% (15%). When the battle starts, if this ship has Royal Navy gear equipped: increases this ship's RLD by 15% (30%).",Repulse META,,,
Yellow[136],Extinguishing Gale,When sortied with Birmingham or when there are at least 3 Eagle Union ships in the fleet: decreases your Vanguard's Burn DMG taken by 5% (15%) and Burn duration by 1 (3)s; if this ship is your Flagship: further decreases your Vanguard's Burn duration by 1 (3)s.,Princeton,,,
Yellow[137],Extra Oxygen,Increases own Oxygen stat by 4 (40).,Bluegill,,,
Yellow[138],Extra Oxygen,Increases own Oxygen stat by 4 (40).,Dace,,,
Yellow[139],Extra Oxygen,Increases own Oxygen stat by 4 (40).,I-13,,,
Yellow[140],Extra Oxygen,Increases own Oxygen stat by 4 (40).,I-26,,,
Yellow[141],Failen Angel,"When entering battle, gives all allied ships a random buff. Allied Hololive ships will receive 1.5x buff effect. Possible effects (20% chance each) are:Offense: Increases damage dealt by 1% (2%).
Defense: Decreases damage taken by 1% (2%).
Evasion: Increases Evasion by 1% (4%).
Accuracy: Increases Accuracy by 1% (4%).
Healing: Heals 5 hit points per second for 2s.",Minato Aqua,,,
Yellow[142],Falcon's Talons,"At the start of the battle, if Junyou or Junyou META is afloat in your fleet: increases this ship's AVI and ACC by 1% (10%).",Hiyou META,,,
Yellow[143],Falcon's Talons,"At the start of the battle, if Hiyou or Hiyou META is afloat in your fleet: increases this ship's AVI and ACC by 1% (10%).",Junyou META,,,
Yellow[144],Fifth Carrier Division (Shoukaku),"If sortied with Zuikaku, increase own AVI stat by 12% (30%) and increase own damage received by 5%.",Shoukaku,,,
Yellow[145],Fifth Carrier Division (Zuikaku),"If sortied with Shoukaku, increase own AVI stat by 8% (20%) and decrease own damage received by 8% (20%).",Zuikaku,,,
Yellow[146],First Carrier Division,When sortied with Kaga or Kaga (Battleship): increases this ship's AVI by 15% (35%).,Akagi,,,
Yellow[147],First Carrier Division,"When sortied with Akagi, Akagi-chan, or Akagi µ: increases this ship's AVI by 15% (35%).",Kaga,,,
Yellow[148],First-Generation Carrier,Increase battle experience gained by all CVs and CVLs in the same fleet as this ship by 5% (15%).,Houshou,,,
Yellow[149],First-Generation Carrier,Increase battle experience gained by all CVs and CVLs in the same fleet as this ship by 5% (15%).,Langley,,,
Yellow[150],Fish Are Friends,Increases this boat's ASR by 1. Increases this boat's torpedo Crit Rate by 5% (15%) and DMG dealt against Light Armor enemies by 4% (10%). If this boat is your Submarine Fleet's Flagship or if there is another Gato-class SS in your fleet: increases your Gato-class SSs' TRP and ACC by 4% (10%).,Flasher,,,
Yellow[151],Flagship Cover,While this ship is afloat: decreases the DMG your Flagship takes by 15% (25%).,Acasta,Needs Retrofit,,
Yellow[152],Flagship Cover,While this ship is afloat: decreases the DMG your Flagship takes by 15% (25%).,Columbia,,,
Yellow[153],Flagship Cover,While this ship is afloat: decreases the DMG your Flagship takes by 15% (25%).,Morrison,,,
Yellow[154],Flagship Cover,While this ship is afloat: decreases the DMG your Flagship takes by 15% (25%).,Z25,,,
Yellow[155],Flagship Cover - Hammann,"While this ship is afloat: increases your CVs' and CVLs' airstrike DMG by 5% (15%) and decreases your Flagship's DMG taken by 15% (25%) (this DMG increasing effect does not stack with the skill ""Air Raid Assistance"" and this DMG decreasing effect does not stack with Hammann's ""Flagship Cover"" skill).",Hammann II,,,
Yellow[156],Flagship Cover (Hammann override),While this ship is afloat: decreases the DMG your Flagship takes by 15% (25%).,Hammann,,,
Yellow[157],Flaming Crimson,Increases this boat's TRP stat by 1% (10%). When this boat leaves the battle: fires a Lv.1 (Lv.10) special barrage II (DMG is based on the skill's level) and removes your fleet's non-special Burn ailments.,Homura,,,
Yellow[158],Flares,10s after the battle begins and 20% (40%) chance every 20s after that: throws a flare that decreases the Evasion Rate of all enemies in its range by 25%. Flare lasts 10s. Prioritizes throwing flare at the enemy closest to this ship.,Sendai,Needs Retrofit,,
Yellow[159],Flares,10s after the battle begins and 20% (40%) chance every 20s after that: throws a flare that decreases the Evasion Rate of all enemies in its range by 25%. Flare lasts 10s. Prioritizes throwing flare at the enemy closest to this ship.,Trieste,,,
Yellow[160],Fleet Carrier,When this ship launches an Airstrike: increases the damage of your Vanguard by 5% (15%) for 8s. Does not stack with the same skill.,Glorious,,,
Yellow[161],Fleet Carrier,When this ship launches an Airstrike: increases the damage of your Vanguard by 5% (15%) for 8s. Does not stack with the same skill.,Lexington,,,
Yellow[162],Fleet Carrier,When this ship launches an Airstrike: increases the damage of your Vanguard by 5% (15%) for 8s. Does not stack with the same skill.,Saratoga,,,
Yellow[163],Fleet Carrier,When this ship launches an Airstrike: increases the damage of your Vanguard by 5% (15%) for 8s. Does not stack with the same skill.,Souryuu,,,
Yellow[164],Fleet Carrier,When this ship launches an Airstrike: increases the damage of your Vanguard by 5% (15%) for 8s. Does not stack with the same skill.,Yorktown,,,
Yellow[165],Fleet Carrier+,"When launching an airstrike: increases damage dealt by the Vanguard Fleet by 5% (15%) for 8s. Does not stack with the same skill. At the start of battle, all plane efficiencies are increased by 20%.",Glorious,,Needs Augment,
Yellow[166],Fleet Course Management,"5s after the battle starts, as well as every 20s: fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level). Enemies hit by this barrage take 5% (15%) more DMG from The Idolmaster collab ships for 5s. At the start of the battle, if there are no more than 3 The Idolmaster collab ships in your fleet: increases this ship's FP by 100% and improves this barrage.",Ritsuko Akizuki,,,
Yellow[167],Flickering Light - Souryuu,[Operation Siren] Increase this ship's Accuracy by 3.0% (5.0%). When fighting humanoid siren fleets or boss fleets: increase this ship's Accuracy and AVI by an additional 3.0% (5.0%).,Souryuu META,,,
Yellow[168],Flintlock Burst,"Every 30s (every 20s), fire a special barrage that ignores shields and heals this ship for 15% of the damage dealt (barrage damage scales with skill level). Additionally,If sortied as the lead vanguard ship, increase this ship's FP and EVA by 3% (15%) and RLD by 4.5% (21%).
If not sortied as the lead vanguard ship, when this ship sinks an enemy ship, increase this ship's FP and EVA by 1% (5%) and RLD by 1.5% (7%) until the end of the battle. This buff can be stacked up to three times.",Drake,,,
Yellow[169],Flintlock Burst+,"Every 30s (every 20s), fire a special barrage that ignores shields and heals this ship for 20% of the damage dealt (barrage damage scales with skill level). Increase this ship's FP and EVA by 3% (15%) and RLD by 4.5% (21%) until the end of the battle.
(Replaces ""Flintlock Burst"")",Drake,,,Needs Fate Sim 5
Yellow[170],Flying Ace,Increases this ship's AVI and ACC by 5% (15%) and increases her Fighter aircraft gear slot efficiency by 5% (15%). Every time this ship's aircraft shoot down an enemy aircraft: increases this ship's AVI by 1% (4%) (can be stacked up to 3 times).,Hornet II,,,
Yellow[171],Follow My Lead... Please!,Every 15s after the battle starts: fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level). Increases the EXP earned by SSs and SSVs that participated in the battle by 1% (10%).,Nürnberg,,,
Yellow[172],"For All Things, Benefits Bestowed","Increases this ship's EVA by 1% (10%). When the battle starts, if there are other Dragon Empery ships in your fleet: increases all your ships' DMG dealt by 1% (5%) and increases your Dragon Empery ships' DMG dealt by a further 1% (5%).",Chi An,,,
Yellow[173],For My Friends!,When the battle starts: increases this ship's FP and TRP by 5.0% for each afloat ship in your Vanguard. While at least 1 ship in your Vanguard has 50.0% or less max HP remaining: increases this ship's DMG dealt by 10.0%.,Little Spee,,,
Yellow[174],For the Queen,"Increase this ship's FP, AA and RLD by 1.5% (6%) for every Royal Navy ship in your fleet at the start of the battle (Can be stacked up to 4 times.) When sortied with Queen Elizabeth or Queen Elizabeth METAIngame doesn't mention this.

: increase the respective ship's FP, RLD, EVA and Accuracy by 2.5% (7%) and Main Gun Crit Rate by 5% (20%).",Dido,,,
Yellow[175],Forbidden Knowledge,"Increases this ship's FP and TRP by 4.5% (12%). Every 20s, actives one of the following effects chosen at random:
1) This ship recovers 50 HP.
2) Increases this ship's AA by 5% (15%) for 20s.",Hunter META,,,
Yellow[176],Formation Shift,"During the first, third, and fifth battles of each sortie that this ship participates in, increase this ship's AVI by 5% (15%). During the second, fourth, and sixth battles, decrease this ship's damage taken by 4.5% (12%). [This skill's sortie battle counter resets when moving to a new area or changing your formation within Operation Siren.]",Intrepid,,,
Yellow[177],Four Gods Convert,"Depending on main battery shell type, increase same shell type damage by 10% (20%), decrease damage received from same shell type by 10% (20%).",Kuon,,,
Yellow[178],Framework of Logic - Jintsuu,"Every 12 (8) times this ship fires her Main Guns: fires a special barrage.[Operation Siren]
Every 12 (8) times this ship fires her Main Guns: fires a special barrage. When fighting humanoid Siren fleets or Boss fleets: decreases your META ships' DMG taken by 5% (8%).",Jintsuu META,,,
Yellow[179],Framework of Logic – Vestal,"[Operation Siren] When entering battle against a humanoid Siren fleet or a Boss fleet: 35s after the start of battle, all allied ships restore 2% (6%) of their Max HP.",Vestal META,,,
Yellow[180],Free-Spirited Parzival,"Increases this boat's ASR by 1. When the battle starts, if there are any other SSs in your fleet: increases this boat's TRP by 4.5% (12%). When this boat resurfaces: fires a Lv.1 (Lv.10) torpedo barrage (DMG is based on the skill's level) and this boat recovers 500 HP.[Operation Siren]
When called in as Submarine Support in Operation Siren, AP consumption is decreased by 4.5% (12%). (Stacks additively with other AP cost reduction skills)",U-556 META,,,
Yellow[181],Freedom Through Firepower,"Decreases the Spread Range of this ship's equipped Main Gun by 0.5 (5). When a fleet this ship is NOT in starts a battle, and while this ship is still afloat: fires a Lv.1 (Lv.10) supporting barrage 20s after the battle starts (DMG is based on the skill's level); if the Flagship of said fleet is an Eagle Union ship: also increases AVI by 5% (15%) for your Eagle Union CVs and CVLs.",New Jersey,,,
Yellow[182],From Information Into Insight,"When the battle starts: performs Strategic Divination and applies a buff to either your Vanguard or Main Fleet:If your Vanguard is chosen, applies one of the following buffs at random:
Increases FP, TRP, and RLD by 3.5% (8%);
Decreases DMG taken from enemies by 4% (10%).
If your Main Fleet is chosen, applies one of the following buffs at random:
Increases FP, AVI, and ACC by 3.5% (8%);
Increases AA by 4% (10%) and decreases DMG taken from enemies by 3.5% (8%).",Huan Ch'ang,,,
Yellow[183],Frontline Scoop,"If this ship is in the frontmost position of your Vanguard: decreases this ship's DMG taken by 1% (10%).
10s after the battle starts, and with a 20% (40%) chance every 20s after that: throws a flare (lasts 10s; prioritizes throwing flare at the enemy closest to this ship) that decreases the Evasion Rate of all enemies in its range by 25%.
This ship deals 5% (15%) increased DMG against enemies affected by this flare.",Alfredo Oriani,,,
Yellow[184],Frozen Lily,"Every 10s, if your fleet has 10 or more AP: consumes 10 AP and activates ""Frozen Lily"" Lv.1 (Lv.10) (DMG is based on the skill's level). Enemies hit by this skill are slowed by 15% for 5s.",Klaudia Valentz,,,
Yellow[185],Fuoco di Copertura!,"Every 20s, if this ship is placed in the backmost position of the Vanguard Fleet (there must be at least 2 Vanguard ships alive): 40% (70%) chance to increase this ship's damage dealt by 5% (15%) and increase the damage dealt by the ship in the frontmost position of your Vanguard by 5% (15%) for 10s.",Carabiniere,,,
Yellow[186],Fuoco di Copertura!+,"Every 20s, if placed in the backmost position of the Vanguard Fleet (there must be at least 2 Vanguard ships alive): 70% (100%) chance to increase this ship's damage dealt by 5% (15%) and increase the damage dealt by the ship in the frontmost position of your Vanguard by 5% (15%) for 10s. Every 20s: fires a Lv.1 (Lv.10) special barrage (damage scales with skill level).",Carabiniere,,Needs Augment,
Yellow[187],"Geryon, the Ruin-Eater","During battle, the autonomous rigging Geryon will switch between two modes to provide support. The support mode toggles each time Bismarck Zwei fires her Main Guns:
1) Synchron-Link: Geryon fuses back to Bismarck Zwei over 0.1s. Reduces DMG received by Bismarck Zwei by 10% (20%), and enhances the next ""Calamitous Voidflame"" special barrage. Geryon starts battle in Synchron-Link mode.

2) Synchron-Release: Geryon separates from Bismarck Zwei over a period of 1.5s, and is deployed 35 units in front of her. Geryon is Heavy Armor, and inherits 50% (100%) of Bismarck Zwei's stats (including any buffs/debuffs applied to Bismarck Zwei). Geryon attacks nearby enemies independently with a special weapon. As soon as Geryon has fully separated, fire a special barrage.",Bismarck Zwei,,,
Yellow[188],"Get 'Em, Canguro!","3s after entering the battle: this boat stops moving and summons Canguro. Canguro moves forward a set distance and deploys sea mines (sea mines inflict Flooding to enemies that touch them, continuously dealing DMG for 24s; Flooding DMG is based on this boat's TRP stat; Flooding cannot stack), then returns to this boat. After this boat retrieves Canguro, she resumes moving and fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level).",Leonardo da Vinci,,,
Yellow[189],Glorious Onslaught,"Increases this ship's Accuracy by 5% (15%). While this ship has a Royal Navy aircraft equipped: when this ship launches an Airstrike, launches an additional Lv.1 (Lv.10) special airstrike (DMG is based on the skill's level). If not equipping one: at the start of the battle, increases AA by 5% (15%) for this ship and the ship in the frontmost position of your Vanguard for 60s.",Ark Royal META,,,
Yellow[190],Glory's Trailblazer,"When this ship launches an airstrike: 50% chance to launch an additional Lv.1 (Lv.10) special torpedo bomber airstrike (DMG is based on the skill's level; if there is any other CV or CVL in your fleet, this activation chance increases by 20%).Increases the EXP your CVs and CVLs gain after the battle by 1% (10%).",Argus,,,
Yellow[191],Great Shark's Bite,"Increases own Accuracy by 5% (15%). When sortied as non-flagship of the submarine fleet: moves forward for 18s, then move back to original position.",U-101,,,
Yellow[192],Hanakagura,Increases this ship's DMG against BBs by 4% (10%). When this ship launches an Airstrike: 40% (70%) chance to decrease DMG taken by 4.5% (12%) for 8s for a random ship in your Vanguard.,Nyotengu,,,
Yellow[193],Hanakagura+,Increases this ship's DMG against BBs by 4% (10%). When this ship launches an Airstrike: 40% (100%) chance to decrease the frontmost ship in your Vanguard's DMG taken by 4.5% (12%) for 8s. (Replaces Hanakagura),Nyotengu,,Needs Augment,
Yellow[194],Hang in There? Sure...,"Increases this ship's ACC by 1% (10%). When the battle starts: 1) if there are 3 ships afloat in your Vanguard, or there is 1 other Northern Parliament ship in your Vanguard: increases this ship's FP and TRP by 5% (15%); if this ship is your sole Vanguard ship: instead increases this ship's AA and EVA by 5% (15%).",Kiev,,,
Yellow[195],Heart of Iris,"Increases Firepower, Torpedo stat and Accuracy of Iris Libre (FFNF) and Vichya Dominion (MNF) destroyers by 5% (15%).",Émile Bertin,,,
Yellow[196],Heart of Iris+,"When the battle starts, increases Firepower, Torpedo stat and Accuracy of Iris Libre (FFNF) and Vichya Dominion (MNF) destroyers by 5% (15%) and deploys a shield around each of them (including this ship). These shields last until the end of the battle and can block up to 1% (4%) of the recipient's max HP in DMG; for each DD in your Vanguard, the shield's max blockable DMG is further increased by 1% (4%) of the recipient's max HP. (Replaces Heart of Iris)",Émile Bertin,,Needs Augment,
Yellow[197],Here to Help,"While alive in the fleet, decreases damage taken by allied CVs/CVLs by 5% (10%). When sortieing with Gridley, increases own Firepower by 5% (15%) and increases Gridley's Firepower and Reload by 5% (15%).",Dewey,,,
Yellow[198],Hex-Principle of Dominance,"Increase this ship's damage dealt to CLs and CAs by 10% (20%). If this ship is equipped with at least one Iron Blood aircraft, increase this ship's AVI and RLD by 4.5% (12%) and Fighter efficiency by 1% (10%).",August von Parseval,,,
Yellow[199],Hindhorn's Grace,"Decreases this ship's DMG taken by 5% (15%) and, every 18s, fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level). Once per battle, when this ship's HP falls below 40% as a result of DMG taken: this ship evades all attacks for 3s and recovers 5% (15%) of her max HP.",Golden Hind,,,
Yellow[200],Hindhorn's Grace+,"Decreases this ship's DMG taken by 5% (15%) and, every 18s, fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level). Enemies hit by this barrage take 3.5% (8%) more DMG from your Tempesta ships for 6s.Once per battle, when this ship's HP falls below 50% as a result of DMG taken: this ship evades all attacks for 3s and recovers 5% (15%) of her max HP.
(Replaces Hindhorn's Grace)",Golden Hind,,Needs Augment,
Yellow[201],Holy Iris's Wishes,"Increase this ship's RLD by 5.0% (15.0%).
5s after this ship launches an airstrike: restores 2.5% (7.0%) of this ship's and all your Vanguard ship's respective max HP: if a recipient of this effect has less than 25.0% HP, an additional 100 HP is restored.",Painlevé,,,
Yellow[202],Hope is Calamity's Handmaiden,"When the battle starts: increases this ship's FP and ACC by 5% (15%) and, if there are any other Northern Parliament ships in your fleet, decreases this ship's cannon DMG taken by 1% (10%). Once per battle, when this ship has lost a total of 25% of her max HP in a battle: restores 3.5% (8%) of this ship's max HP. Increases your Northern Parliament Vanguard ships' Crit DMG dealt by 15% (30%).",Kuybyshev,,,
Yellow[203],Hottie Hunters,Increases this ship's damage against Heavy Armor by 5% (15%). When sortied with at least 1 other Eagle Union submarine: increases Crit DMG by 5% (15%) and increases TRP and Accuracy by 3.5% (8%) for all your Eagle Union submarines.,Archerfish,,,
Yellow[204],How Pathetic~♪,Every time this ship fires her Main Guns: increases this ship's FP and AA by 1.5% (5%) (can be stacked up to 6 times).When this buff reaches the maximum stack: increases AA by 15% (25%) for your Vanguard ships with a lower AA stat than this ship until the battle ends.,Scylla,,,
Yellow[205],Humble Part-Timer,"For the first 60s of the battle, increase this ship's FP stat and its damage against Light Armor enemies by 5% (15%). If there is another Venus Vacation character in the same fleet as this ship, increase this ship's AA stat by 5% (15%) and decrease this ship's damage taken from shelling by 4.5% (12%).",Misaki,,,
Yellow[206],Humble Part-Timer+,"For the first 60s of the battleIngame incorrectly states 60s after the battle starts

, increases this ship's FP stat and its damage against Light Armor enemies by 5% (15%) and increases her cannon damage dealt by 4.5% (12%). When the battle starts, if there is another Venus Vacation collab character in your fleet: increases this ship's AA by 5% (15%) and decreases her cannon DMG taken by 4.5% (12%). (Replaces Humble Part-Timer)",Misaki,,Needs Augment,
Yellow[207],Hunger After Work,"Increases this ship's AVI by 1% (10%). Decreases the loading time of this ship's first 2 airstrikes by 50%, but increases the loading time by 50% for the 3rd airstrike and onwards.",Luna,,,
Yellow[208],Hunger After Work+,Increases this ship's AVI by 1% (10%). Decreases the loading time of this ship's first 2 airstrikes by 50%. (Replaces Hunger After Work),Luna,,Needs Augment,
Yellow[209],I Am No. 1!,"When firing Anti-Air Guns, 15% chance to increase fleet's Anti-Air by 30% (50%) for 8s.",San Diego,,,
Yellow[210],I Love My Sisters!,Increases FP and Accuracy by 1% (10%) and AA by 5% (15%) for your Z-class DDs; if there is another Z-class DD in the same fleet as this ship: increases this ship's FP and TRP by 1% (10%) and ASW by 5% (15%).,Z28,,,
Yellow[211],I Won't Hit Anyway...,"When the battle starts: increases this ship's EVA by 5% (15%). Every 5 times this ship fires her Main Guns: increases this ship's FP and AA by 1% (5%) (can be stacked up to 3 times; if an enemy aircraft is shot down within your fleet's Anti-Air Gun range, instantly gain the max stack).",Elbing,,,
Yellow[212],I'll Handle This!,"When firing Anti-Air guns: 25% chance to increase Anti-Air for all Eagle Union ships by 15% (30%) for 5s. When main gun shots hit 13 times: increases own Firepower by 3.5% (8%), effect can stack up to 3 times.",San Juan,,,
Yellow[213],Impactful Torpedoes,"This ship takes 10% less DMG from Torpedoes. Increases damage against Heavy armor with this ship's equipped torpedoes by 10% (20%), and increases the torpedo and missile DMG dealt by Dragon Empery Destroyers and Guided-missile Destroyers in the fleet by 4.5% (12%).

When this ship fires her torpedoes: creates a smokescreen for 3s that increases Evasion Rate by 15% (35%) and decreases DMG taken from enemy aircraft by 15% (35%) for all your ships inside it (this effect does not stack with ""Smokescreen: Light Cruisers""); After 3s, 50% (100%) chance to launch an additional wave of torpedoes and trigger this smokescreen effect again.",Harbin,,,
Yellow[214],Impartial Destruction,This ship's Torpedo DMG is unaffected by the enemy's Armor Type. Changes this ship's Torpedo ammo modifier to 100% (115%).,Kawakaze,,,
Yellow[215],Impero is Charitable,"Increases this ship's DMG dealt by 5% (15%).10s after the battle starts, and every 20s after that, while a ship in your Main Fleet has between 20% and 90% HP remaining:
If this ship has the highest percentage HP of all ships in your Main Fleet, and there are at least 2 ships in your Main Fleet, deducts 1% (5%) HP from this ship and heals your Main Fleet ship with the lowest percentage HP (except this ship) for the amount of HP deducted from this ship;
If this ship does NOT have the highest percentage HP, deducts 1% (5%) HP from your Main Fleet ship with the highest percentage HP and heals this ship for the amount of HP deducted from the other ship.
Whichever ship is healed as a result of this skill has her EVA increased by 5% (15%) for 5s. If the ship healed is from the Sardegna Empire, the amount healed is increased by 183.",Impero,,,
Yellow[216],In Ridicule of Fools,"Increase this ship's FP and RLD by 5.0% (15.0%).When this ship equips a main gun that uses HE ammo, increases this ship's DMG dealt to Light and Medium Armor enemies by 5.0% (15.0%).
If this ship is not the flagship, decrease this ship's main gun cooldown by 50.0%, but decrease its main gun damage dealt by 55.0% (45.0%).",Ulrich von Hutten,,,
Yellow[217],Interference,Every 20s: 25% chance to reduce a random enemy's Reload by 30% and damage by 15% for 5s (10s). Effect prioritizes elite (human-form) enemies. Does not stack with the same skill.,Ardent,,,
Yellow[218],Interference,Every 20s: 25% chance to reduce a random enemy's Reload by 30% and damage by 15% for 5s (10s). Effect prioritizes elite (human-form) enemies. Does not stack with the same skill.,Bailey,Needs Retrofit,,
Yellow[219],Interference,Every 20s: 25% chance to reduce a random enemy's Reload by 30% and damage by 15% for 5s (10s). Effect prioritizes elite (human-form) enemies. Does not stack with the same skill.,Kagerou,Needs Retrofit,,
Yellow[220],Interference,Every 20s: 25% chance to reduce a random enemy's Reload by 30% and damage by 15% for 5s (10s). Effect prioritizes elite (human-form) enemies. Does not stack with the same skill.,Matchless,,,
Yellow[221],Iron Blood Hatchling,"During battle, increases own Air Power, Anti-Air, and Reload by 1% (5%) per allied Ironblood ship in the fleet.",Zeppy,,,
Yellow[222],"Iron Wings, Blood Pinions",For each Iron Blood ship in the same fleet: increases this ship's AVI by 1% (5%) (can be stacked up to 3 times); if there are 4 or more Iron Blood ships in the same fleet: reduces the time needed for your Iron Blood CVs and CVLs to reload their first 3 Airstrikes by 1% (10%).,Peter Strasser,,,
Yellow[223],Ironsight Caliber,"Decreases equipped Main Gun Spread by 3. Increases own damage dealt to Heavy Cruisers, Large Cruisers, Battlecruisers, Battleships, and Aviation Battleships by 10% (20%).",Georgia,,,
Yellow[224],Ironsight Caliber+,"Decreases this ship's Main Gun Spread Range by 3 and increases own damage dealt to Heavy Cruisers, Large Cruisers, Battlecruisers, Battleships, and Aviation Battleships by 10% (20%), and also increases own damage dealt to Aircraft Carriers and Light Aircraft Carriers by 1% (10%).
(Replaces ""Ironsight Caliber"")",Georgia,,,Needs Fate Sim 5
Yellow[225],Kazagumo's Air Raid Assistance,"As long as this ship is afloat, increase all damage dealt by all CVs and CVLs in your fleet by 5% (15%). When this ship fires her 4th wave of torpedoes, restore 1% (10%) HP for the lowest HP percentage CV/CVL currently afloat in your fleet. If your flagship is a CV (not a CVL), restore an additional 1% (5%) HP for that ship. (This skill does not stack with itself or other Air Raid Assistance buffs.)",Kazagumo,,,
Yellow[226],Kitakaze Style - Horizon Splitter,Main Gun's ammo type is changed to Normal with 100/100/100 (115/115/115) modifiers. If equipped with an IJN (Sakura Empire) DD Gun: increases Main Gun efficiency by 5% (15%).,Kitakaze,,,
