ColorID,Skill Name,Description,Ships,Retrofit?,Augment?,Fate?
Red[191],Double Trouble - Mami,At the start of the battle: fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level).,Mami Futami,,,
Red[192],Dragon's Breath,"When this ship fires her Main Guns: 50% (100%) chance to fire a Lv.1 (Lv.10) special barrage that always deals Critical Hits (DMG is based on the skill's level). Additionally, 10s after the battle starts: fires this same barrage.
(The barrage pattern is independent of this ship's position in the Main Fleet. It inflicts Armor Break to enemies it hits. Armor-Broken enemies take 5% more DMG for 8s. This Armor Break also stacks with other sources of Armor Break.)",New Jersey,,,
Red[193],Dragon's Dance,Every 3s: performs a Lv.1 (Lv.10) special attack (DMG is based on the skill's level and this ship's TRP stat). Every 5 times this attack hits an enemy: restores 3% HP for the ship in your fleet with the lowest percentage HP remaining (can activate up to 3 times per battle).,Lung Wu,,,
Red[194],Dream☆Story,"When launching an airstrike: 70% (100%) chance to launch a barrage that can cause burning, damage scales with skill level.",Tokino Sora,,,
Red[195],Dual Snipe,"Every 15s: fires two Lv.1 (Lv.10) precise shots, inflicting a special Armor Break status on enemies hit for 10s (DMG is based on this skill's level); When an enemy enters the defensive range, triggers a Lv.1 (Lv.10) barrage with a 5s cooldown (DMG is based on this skill's level).",Scharnhorst META,,,
Red[196],Duet of Alternation,"If Emden has a CL Main Gun equipped in the Secondary Weapon slot:Increases Emden's Main Gun and Secondary Weapon Efficiencies by 15% (25%)
Once every 20s, fires a Lv.1 (Lv.10) special barrage that inflicts a minus 30% SPD debuff to enemies hit for 5s (DMG is based on the skill's level).
If a DD Main Gun is equipped in this slot instead:Every 10s, deploys a shield that lasts 5s and can block up to 5 enemy shots. If this shield is destroyed rather than expiring: fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level) that restores Emden's HP equal to 5% (15%) of the DMG dealt.",Emden,,,
Red[197],Dynazenon Full Burst,Every 10 times this ship fires her Main Guns: fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level).,Yume Minami,,,
Red[198],Eagle's Defiance,"In each round of combat, the first two airstrikes performed will be accompanied with extra planes.",Hiyou,,,
Red[199],Eagle's Defiance,"In each round of combat, the first two airstrikes performed will be accompanied with extra planes.",Junyou,,,
Red[200],Echoes of Annihilation – Yamashiro,"When the battle starts, if this ship has Sakura Empire gear equipped: increases the DMG dealt by this ship's ""Blood Sacrifice"" barrage by 1% (10%); if NOT equipping Sakura Empire gear: decreases this ship's DMG taken by 10%.",Yamashiro META,,,
Red[201],Echoes of Annihilation - Fusou,"During battle, increases this ship's AA by 5% (15%) and RLD by 1% (10%); when the ""Cinderflame Curse"" status expires, all enemies affected by that status take one additional instance of that special Burn DMG (DMG is based on this ship's FP); Every time allies defeat an enemy affected by ""Cinderflame Curse"": increases this ship's FP by 4% until the end of battle, stacking up to 3 times; At max stacks, this ship deals 5% more DMG to enemies until the end of battle",Fusou META,,,
Red[202],Einzelkampf,When this ship fires her Torpedoes: your fleet gains 8 AP. Increases this ship's FP and TRP by 5% (15%).,Lila Decyrus,,,
Red[203],Einzelkampf+,"When this ship fires her Torpedoes: your fleet gains 10 AP. Increases this ship's FP and TRP by 5% (15%). Every 4 timesIn-game description incorrectly states ""The fourth time""

 this ship's ""Elemental Link"" skill activates: removes all Elemental Spirits obtained from the ""Elemental Link"" skill and activates ""Fatal Drive - Einzelkampf"" Lv.1 (Lv.10) (DMG is based on the level of this ship's ""Einzelkampf"" skill).",Lila Decyrus,,Needs Augment,
Red[204],Encore Flare,Every 15s after the start of the battle: fires a Lv.1 (Lv.10) Muse barrage that increases DMG taken by 10% for 6s to all enemies hit; if only 1 enemy is hit then their Speed is also set to 0 for 3s and this ship fires an additional torpedo barrage (DMG is based on the skill's level).,Roon µ,,,
Red[205],Endless Night,Increases this ship's FP and TRP by 5% (15%). Every 20s: 40% (70%) chance to fire a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level) and decrease the reload time of this ship's torpedoes by 1s (5s).,Kimberly META,,,
Red[206],Energy Pulse,When this ship fires her Main Guns: 40% (70%) chance to fire a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level).,Akane Shinjo,,,
Red[207],Energy Pulse+,When this ship fires her Main Guns: 50% (100%) chance to fire a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level). (Replaces Energy Pulse),Akane Shinjo,,Needs Augment,
Red[208],Enka Tuypa,Increases this ship's ACC by 5% (15%). Every 4 times this ship fires her Main Guns: fires this ship's Main Guns again as well as a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level).,Yūyaki,,,
Red[209],Ensemble of Exultation,"Increases this ship's FP and ACC by 1% (10%). When the battle starts, if there are 3 ships in your Vanguard: increases this ship's EVA by 5% (15%) and decreases her DMG taken by 4.5% (12%).",Brest,,,
Red[210],Equipment Level-Upper!,"Increases this boat's TRP and ACC by 1% (10%), and damage against Light Armor enemies by 5% (15%).
If this boat has Sardegna Empire gear equipped: further increases this boat's TRP and ACC by 1% (10%).",Leonardo da Vinci,,,
Red[211],Eternity Bloom,When this ship launches an Airstrike: your fleet gains 5 AP. Increases this ship's AVI by 5% and AA by 5% (15%).,Serri Glaus,,,
Red[212],Eternity Bloom+,"When this launches an Airstrike: your fleet gains 5 AP. Increases this ship's AVI by 5% and AA by 5% (15%). Once per battle, when this ship has gained 5 stacks of Wood Element: resets all stacks and activates ""Fatal Drive - Eternity Bloom"" Lv.1 (Lv. 10) (DMG is based on the level of this ship's ""Eternity Bloom"" skill).",Serri Glaus,,Needs Augment,
Red[213],Evening Star,"Every 10s, 50% (100%) chance to release a special barrage, which has chance to ignite (special barrage damage and form depend on skill level).",Nekone,,,
Red[214],EX Barrage - Kirov,Activates EX Barrage - Kirov I (II) every 12 (8) times the Main Guns are fired.,Kirov,,,
Red[215],Exorcism for the Mortal Realm,"Increases this ship's FP, TRP, and EVA by 10% (20%). Every 20s: fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level; enemies hit by this barrage deal 1% (10%) less DMG to Unzen). While this ship is afloat, when a fleet this ship is NOT in starts a battle: 20s after that battle starts, fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level) and, if there is a CA in that fleet, increases that fleet's CAs' DMG dealt with HE ammunition by 2.5% (7%).",Unzen,,,
Red[216],Experienced Hunter,"Increases this boat's DMG to enemy DDs, CLs, and CVs by 1% (10%).",Albacore,,,
Red[217],Expert Loader,"Main gun property is changed to HE. When firing main gun, increases own Reload by 1% (3.5%) (Can be stacked up to 12 times). Additionally, alternates main gun property between HE and AP after every 2 rounds of main gun firing.",Roon,,,
Red[218],Expurgating Flame,"Every 10s: 50% (100%) chance to inflict a special [Expurgating Flame] status on the enemy with the highest HP percentage for 8s. If an enemy is sunk while affected by [Expurgating Flame], the ""Cinders of Hope - Algérie"" skill gains the following effect until the end of battle: enemies hit by this special barrage will be inflicted with the [Expurgating Flame] Burn status for 8s.",Algérie META,,,
Red[219],Eyes of Fate,"When a ship in your Vanguard is attacked: performs a special slashing attack (can only active up to twice per battle; 10s cooldown between activations). After this attack has been performed 2 times: every 10s, fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level).",Fortune META,,,
Red[220],Fade into Darkness,Increases this ship's DMG dealt by 10% (20%) to enemies with less than 10% HP remaining. Every 20s: 40% (70%) chance to fire a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level).,Erebus META,,,
Red[221],Fading Memories of Glory,"10s after battle starts: fires a torpedo barrage (damage is based on skill level and Torpedo stat). 5s after the first time own Main Gun is fired during battle: increases own Firepower by 5% (15%), increases own damage dealt to enemy CLs by 10% (20%), and decreases own Torpedo stat to 0 for the rest of the battle.
Barrage preview (gif)",Conte di Cavour,,,
Red[222],Fading Memories of Glory,"10s after battle starts: fires a torpedo barrage (damage is based on skill level and Torpedo stat). 5s after the first time own Main Gun is fired during battle: increases own Firepower by 5% (15%), increases own damage dealt to enemy CLs by 10% (20%), and decreases own Torpedo stat to 0 for the rest of the battle.
Barrage preview (gif)",Giulio Cesare,,,
Red[223],Fading Memories of Glory - Cavour,"10s after the battle starts: launches a Lv.1 (Lv.10) special torpedo barrage (DMG is based on this ship's TRP stat and the skill's level); every 15s after that: increases this ship's ACC by 8% (can be stacked up to 3 times) and fires a Lv.1 (Lv.10) special barrage (DMG is based on this ship's FP stat and the skill level).5s after this ship fires her first Main Gun volley: increases this ship's FP by 5% (15%) and increases her DMG dealt to CLs by 10% (20%) until the battle ends, but sets her TRP stat to 0.
(Replaces Fading Memories of Glory)",Conte di Cavour,,Needs Augment,
Red[224],Fan Dance of Ice and Snow,Increases this ship's AVI by 5% (15%). When this ship launches an airstrike: launches an additional Lv.1 (Lv.10) special airstrike (DMG is based on the skill's level).,Yumi,,,
Red[225],Fan Dance of Ice and Snow+,"Increases this ship's AVI by 5% (15%). When this ship launches an airstrike: performs a Lv.1 (Lv.10) Secret Ninja Art: Performance - Ice Valley (DMG is based on the skill's level).When this Secret Ninja Art hits an enemy: inflicts the Snow Dance ailment, reducing their SPD by 30% for 5s; if hitting an enemy already inflicted with Snow Dance: saves 1 stack (maximum of 5 stacks); 20% chance to set the enemy's SPD to 0 for 2s for each stack.
(Replaces Fan Dance of Ice and Snow)",Yumi,,Needs Augment,
Red[226],Fantastical Takeoff,"When this ship launches an airstrike, 50% (80%) chance to launch a special barrage of B-25 bomber planes. These planes cannot be shot down.",Shangri-La,,,
Red[227],Fatal Perforation,"8s after this boat enters the battle: fires a Lv.1 (Lv.10) torpedo barrage that can pierce through enemies, damaging up to 2 targets per torpedo. Barrage DMG is based on the skill's level.",I-19,,,
Red[228],Feigned Innocence?,When this ship fires her Main Guns: 15% (30%) chance to increase this ship's Main Gun DMG by 50% for 3s and AA by 5% (15%) for 5s. This effect may only activate once every 5s.,Azusa Miura,,,
Red[229],Feral Claws,"Increase this ship's Evasion Rate by 5%, and decrease her damage taken from shelling by 5% (15%). Every 20s after the battle starts: fire a special barrage that inflicts a unique burn on all enemies it hits (barrage damage scales with skill level).",Yuudachi,Needs Retrofit,,
Red[230],Fiendish Rampage,At the start of the battle and every 20s after that: fires a special barrage (DMG is based on the skill's level). Whenever this ship sinks an enemy: increases this ship's FP and TRP by 1% (4%) until the end of the battle (can be stacked up to 5 times).,Z24,,,
Red[231],Fierce Sky Phoenix Flash,Every 25s: this ship stops in place for 3s and fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level). When this ship stops in place as a result of this skill: deploys a barrier (lasts 3s) capable of blocking up to 2% of this ship's max HP in DMG; if this shield expires: performs a Lv.1 (Lv.10) special slash attack (DMG is based on the skill's level).,Ikaruga,,,
Red[232],Fierce Sky Phoenix Flash+,"Every 25s: this ship stops in place for 3s and fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level) and performs a Lv.1 (Lv.10) Secret Ninja Art: Superb Phoenix Flash (DMG is based on the skill's level).When this ship stops in place as a result of this skill: deploys a barrier (lasts 3s) capable of blocking up to 3% of this ship's max HP in DMG; if this shield expires: performs a Lv.1 (Lv.10) special slash barrage (DMG is based on the skill's level).
(Replaces Fierce Sky Phoenix Flash)",Ikaruga,,Needs Augment,
Red[233],Fight to Win!,"When firing main gun: 30% (50%) chance to launch a frontal barrage (damage is based on skill level).
Barrage preview (gif)",Kaga (Battleship),,,
Red[234],Fighting Mary,"When this ship's HP falls below 30% (70%): increases this ship's DMG by up to 15% (35%), depending on its remaining HP.",Maryland,,,
Red[235],Final Glory,"Every time the main gun is fired, increases the damage of subsequent main gun attack (includes base main gun mount) by 10% (15%).",Renown,,,
Red[236],Final Shot,"If this ship is equipped with the Quadruple 380mm (Mle 1935) gun, increase this ship's main gun critical rate by 10% (30%) and main gun critical damage by 20% (50%).",Jean Bart,,,
Red[237],Final Shot+,"Every 20s, fires a Lv.1 (Lv.10) special barrage (damage is based on the skill's level). If this ship is equipped with the Quadruple 380mm (Mle 1935) gun, increases this ship's Main Gun Crit Rate by 10% (30%) and Main Gun Crit DMG by 20% (50%).",Jean Bart,,Needs Augment,
Red[238],Firepower Overload,"Every 20s, 40% (70%) chance to increase own Firepower by 30% (50%) and Reload by 100% (200%) for 10s. After buff duration, decrease own Reload by 100% for 3s.",Z35,,,
Red[239],First Destroyer,"10% (30%) to activate upon receiving a torpedo hit/miss: For 4s, decreases Torpedo damage taken by 20% (50%) and increase own Torpedo stat by 20% (50%).",Kamikaze,Needs Retrofit,,
Red[240],Fists of Fury!,When this ship fires her Main Guns: 30% (50%) chance to fire a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level; 10s cooldown between activations) that momentarily stops enemies hit.,Asanagi,,,
Red[241],Flame-Anointed Conquest,When this ship is equipped with a Fighter: fires a Lv.1 (Lv.10) special barrage every 12s; when this ship has no Fighters equipped: instead follows up her every Airstrike with a Lv.1 (Lv.10) slashing attack (barrage and slash attack DMG are based on the skill's level).,Hakuryuu,,,
Red[242],Flameforged Edge,Every 20s: executes a Lv.1 (Lv.10) special sword and meteor attack (DMG is based on the skill's level). Enemies hit by the sword strike suffer a special Armor Break ailment for 8s; enemies hit by the meteors are Burned.,Renown META,,,
Red[243],Flash of Inspiration,When this ship fires her torpedoes: 50% (100%) chance to fire a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level).,Hatakaze META,,,
Red[244],Flash of Lightning,"When this ship fires its Torpedoes: 15% (30%) chance to launch a special torpedo barrage (DMG is based on skill's level).
Barrage preview (gif)",Ibuki,,,
Red[245],Flashing Blade of Surabaya,"Every 20s, 30% (70%) to launch a special barrage; also increases own Firepower by 10% (20%) and damage dealt to Cruisers by 10% (20%) for 10s.",Ashigara,,,
Red[246],Flawless Desire,Increases this ship's FP and ACC by 5% (15%). Every 9s: your fleet gains 5 AP.,Patricia Abelheim,,,
Red[247],Flawless Desire+,"Increases this ship's FP and ACC by 5% (15%). Every 9s: your fleet gains 10 AP. Every 2 timesIn-game description incorrectly states ""The second time""

 this ship's ""Red Flame Slash"" skill activates, activates ""Fatal Drive - Flawless Desire"" Lv.1 (Lv.10) (DMG is based on the level of this ship's ""Flawless Desire"" skill).",Patricia Abelheim,,Needs Augment,
Red[248],Flickering Light – Yamashiro,[Operation Siren] When fighting humanoid Siren fleets or Boss fleets: increases this ship's DMG dealt by 2% (6%).,Yamashiro META,,,
Red[249],Flickering Light - Trento,Every 9 (6) times this ship fires her Main Guns: fires a special barrage.,Trento META,,,
Red[250],Flowers of Fate (Hiryuu),"10s after the battle starts and every 20s after that: launches a randomly selected special torpedo bomber airstrike. Each torpedo bomber carries 2 linear torpedoes that deal 91 (172) base damage (DMG scales with this ship's AVI). The number of planes launched is determined randomly as follows:7% chance of launching 5 planes. (Five Brights)
12% chance of launching 3 planes. (Lesser Blue)
51% chance of launching 2 planes. (Flower Sake)
30% chance of launching 1 planes. (Scraps)",Hiryuu,Needs Retrofit,,
Red[251],Flowers of Fate (Souryuu),"15s after the start of a battle and every 20s after that: launches a randomly selected special dive bomber airstrike (number of planes launched are random). Each dive bomber carries 2x100lb bombs that each deal 51 (96) damage and 1x500lb bomb that deals 127 (226) damage.7% chance of launching 5 planes (Five Brights)
12% chance of launching 3 planes (Boar, Deer, Butterfly)
51% chance of launching 2 planes (Moonlight Sake)
30% chance of launching 1 plane (Seeds)",Souryuu,Needs Retrofit,,
Red[252],Focused Assault,When this ship fires its Main Guns: 15% (30%) chance to deal double DMG with its Main Guns.,California,,,
Red[253],Focused Assault,When this ship fires its Main Guns: 15% (30%) chance to deal double DMG with its Main Guns.,Chicago,,,
Red[254],Focused Assault,When this ship fires its Main Guns: 15% (30%) chance to deal double DMG with its Main Guns.,Choukai,,,
Red[255],Focused Assault,When this ship fires its Main Guns: 15% (30%) chance to deal double DMG with its Main Guns.,Nevada,Needs Retrofit,,
Red[256],Focused Assault,When this ship fires its Main Guns: 15% (30%) chance to deal double DMG with its Main Guns.,Oklahoma,Needs Retrofit,,
Red[257],Focused Assault,When this ship fires its Main Guns: 15% (30%) chance to deal double DMG with its Main Guns.,South Dakota,,,
Red[258],Focused Assault,When this ship fires its Main Guns: 15% (30%) chance to deal double DMG with its Main Guns.,Takao,,,
Red[259],Focused Assault - Takao,Increases FP by 5% (15%). When this ship fires her Main Guns: 15% (30%) chances to double the DMG dealt by that attack. Every 10s: fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level). (Replaces Focused Assault),Takao,,Needs Augment,
Red[260],Foo and Friends,"At the start of the battle, if Kasumi is sortied with 2 or more friends in your Vanguard: increases the TRP of your Sakura Empire Vanguard ships by 5% (15%).
(Friends refer to other Vanguard ships with Kasumi. Foo is counted as one of the friends, unless sortied with Shiranui.)",Kasumi,,,
Red[261],Foo and Friends and Kasumi Too,"At the start of the battle, if Kasumi is sortied with 2 or more friends in your Vanguard: increases the TRP of your Sakura Empire Vanguard ships by 5% (15%), decreases this ship's DMG taken by 5%, and every 20s after the start of the battle: 40% (70%) chance to fire a special barrage.
(Friends refer to other Vanguard ships with Kasumi. Foo is always counted as one of the friends.)
(Replaces ""Foo and Friends"")",Kasumi,Needs Retrofit,,
Red[262],For a Good Night's Sleep,"When the battle starts, and every 10s: performs a Lv.1 (Lv.10) special attack (DMG is based on the skill's level).",Whydah,,,
Red[263],For a Good Night's Sleep+,"When the battle starts, and every 10s: performs a Lv.1 (Lv.10) special attack (DMG is based on the skill's level). As long as at least 1 enemy hit by this attack is afloat: decreases Whydah's DMG taken by 10% (25%). (Replaces For a Good Night's Sleep)",Whydah,,Needs Augment,
Red[264],For The Dragon Empery,Increases this ship's DMG to enemy Sakura Empire ships by 5% (25%).,Ning Hai,,,
Red[265],For The Dragon Empery,Increases this ship's DMG to enemy Sakura Empire ships by 5% (25%).,Ping Hai,,,
Red[266],For The Dragon Empery,Increases this ship's DMG to enemy Sakura Empire ships by 5% (25%).,Yat Sen,,,
Red[267],Fortune and Causality,"Increases this ship's DMG dealt (by up to 5% (15%)) the lower her current HP is. When any other ship in your fleet falls below 50% max HP as a result of DMG taken: once per battle, fires a Lv.1 (Lv.10) special barrage and replaces this ship's ""Cinders of Hope"" barrage with this skill's Lv.1 (Lv.10) special barrage. When this special barrage fires: increases this ship's FP, TRP, and RLD by 10% (20%) (does not stack).",Fortune META,,,
Red[268],Forward!,When this ship fires its Main Guns: 20% (50%) chance to fire a special barrage (DMG is based on the skill's level.),Valiant,,,
Red[269],Freccia dell'Aquila,"When this ship launches an Airstrike, 45% (75%) chance to launch an aerial barrage (damage increases and pattern improves with skill level).",Aquila,,,
Red[270],From Merkuria With Love!,"At the start of the battle, increases this ship's TRPIn-game description says ""AA"".

 and ACC by 5% (15%). Every 15s: 40% (70%) chance to fire a Lv.1 (Lv.10) special barrage that slows the movement speed of enemies hit by 20% (Barrage DMG is based on skill level).",Pamiat Merkuria,Needs Retrofit,,
Red[271],Frontal Fire,"20% (50%) activation upon firing main gun: launches a frontal barrage.
Barrage preview (gif)",Dunkerque,,,
Red[272],Frozen Trees in Heavenly Storm,"Once per battle, when this ship's HP falls below 50% as a result of DMG taken: restores 10% (20%) of this ship's max HP. When this ship's Detection Gauge value reaches 0: fires a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level).",Yumi,,,
Red[273],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Achilles,,,
Red[274],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Ajax,,,
Red[275],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Aoba,,,
Red[276],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Bolzano,,,
Red[277],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Charles Ausburne,,,
Red[278],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Denver,,,
Red[279],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Exeter,,,
Red[280],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Furutaka,,,
Red[281],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Galatea,,,
Red[282],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Glasgow,,,
Red[283],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Grozny,,,
Red[284],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Honolulu,,,
Red[285],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Jenkins,,,
Red[286],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Kako,,,
Red[287],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Karlsruhe,,,
Red[288],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Kinugasa,,,
Red[289],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Kiyonami,,,
Red[290],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Kuroshio,,,
Red[291],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Köln,,,
Red[292],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Makinami,,,
Red[293],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Mogami,,,
Red[294],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Nagara,,,
Red[295],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Nicholas,,,
Red[296],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Oyashio,,,
Red[297],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Quincy,,,
Red[298],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Radford,,,
Red[299],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Salt Lake City,,,
Red[300],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Suffolk,Needs Retrofit,,
Red[301],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Thatcher,,,
Red[302],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Trento,,,
Red[303],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Vincennes,,,
Red[304],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Yuubari,,,
Red[305],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Z25,,,
Red[306],Full Firepower,"Every 20s, 30% (60%) chance to increase own Firepower by 20% (40%) for 10s.",Z26,,,
Red[307],Full Firepower - Karlsruhe,"Every 20s: 30% (60%) chance to increase this ship's FP by 20% (40%) for 10s; when this effect activates, performs a special slash attack.",Karlsruhe,,Needs Augment,
Red[308],Full Firepower - Nagara,Every 20s: 30% (60%) chance to increase this ship's FP by 20% (40%) for 10s. When this effect successfully activates: the ship in your Vanguard with the lowest percentage HP remaining recovers 1.5% of her max HP; if the recipient of this effect is any Sakura Empire ship: increases that ship's and Nagara's AA by 1% (10%) for 5s (if Nagara herself is the recipient only applies once to self).,Nagara,,Needs Augment,
Red[309],Functional Amplification Mechanism,"If this ship has an Eagle Union or Northern Parliament Main Gun equipped: increases this ship's FP by 1% (10%) and decreases her cannon DMG taken by 10% (20%).If this ship has an Eagle Union or Northern Parliament aircraft equipped: increases this ship's AVI by 1% (10%) and decreases the loading time of her 1st airstrike by 15% (30%).When the battle starts, if there is another Eagle Union ship in your Main Fleet: while this ship is afloat, your CVs and CVLs deal 5% (15%) more airstrike DMG (does not stack with the skill ""Air Raid Assistance"").",Kearsarge,,,
Red[310],Fury of Shattered Dreams,"Increases this ship's FP by 4.5% (12%).
When this ship takes DMG: 20% chance to increase this ship's FP and TRP by 1% (10%) (does not stack).",Trento META,,,
Red[311],Future Base,"30s, 45s, and 60s after the start of the battle: launches a Lv.1 (Lv.10) special airstrike (damage is based on skill level).",Anniversary Kizuna AI,,,
Red[312],Gales and Thunder,Increases this ship's TRP by 1% (5%) and RLD by 5% (15%). Whenever this ship's All Out Assault skill activates: decreases the loading time of this ship's next Torpedo wave by 1s (3s).,Kazagumo,,,
Red[313],Get Hyped!,"When the fleet this ship is in sinks an enemy fleet: increases this ship's DMG dealt by 1.5% (6%) (can be stacked up to 4 times). This is changed to 1% (5%) in Operation Siren.
When this ship sinks an enemy in combat: increases this ship's ACC and EVA by 1% (5%) (can be stacked up to 4 times).
[This skill's sortie battle counter resets when moving to a new area or changing your formation within Operation Siren.]",Magdeburg,,,
Red[314],Get Starstruck!,"Every 10s after the start of the battle: 45% (75%) chance to fire a Lv.1 (Lv.10) special barrage (DMG is based on the skill's level). If this barrage fails to activate, instead increases this ship's AA and Accuracy by 1% (10%) for 5s.",San Francisco,,,
Red[315],Getter Ravine,"Every 20s, 20% (40%) chance to release a powerful barrage (damage depends on skill level) that has a low chance to slow enemies for 8s.",White Heart,,,
Red[316],Giant Hunter,"At the start of battle: Increases Eva and TorpIn game description incorrectly says torpedo DMG

 by 5% (15%), increases own damage against Medium Armor enemies by 15% (25%). If this ship is a Heavy Cruiser, slows enemy shipsIn game description incorrectly states ""Slows enemy Heavy Cruisers""

 by 15% (30%) for 5s after hitting them 4 times.",Achilles,Needs Retrofit,,
Red[317],Giant Hunter,"At the start of battle: Increases Eva and TorpIn game description incorrectly says torpedo DMG

 by 5% (15%), increases own damage against Medium Armor enemies by 15% (25%). If this ship is a Heavy Cruiser, slows enemy shipsIn game description incorrectly states ""Slows enemy Heavy Cruisers""

 by 15% (30%) for 5s after hitting them 4 times.",Ajax,Needs Retrofit,,
Red[318],Giant Hunter,"At the start of battle: Increases Eva and TorpIn game description incorrectly says torpedo DMG

 by 5% (15%), increases own damage against Medium Armor enemies by 15% (25%). If this ship is a Heavy Cruiser, slows enemy shipsIn game description incorrectly states ""Slows enemy Heavy Cruisers""

 by 15% (30%) for 5s after hitting them 4 times.",Exeter,Needs Retrofit,,
Red[319],Glen Assault,"When entering battle: launches a Type 0 recon plane (damage scales with Torpedo stat and skill level), and increases Accuracy by 5% (10%) for all SSs and SSVs in your fleet.",I-25,,,
Red[320],"Glisten, Light of Glory!","When this ship finishes loading her Main Guns: 50% (100%) chance to fire a special barrage (damage scales with skill level). Additionally, all enemies on screen take 3.5% (8%) increased damage from your BBs and BCs for 6s.",Vanguard,,,
Red[321],Grail of Kept Promises,"While this boat is on the battlefield, when one of your ships takes DMG: 20% (40%) chance to fire a Lv.1 (Lv.10) special torpedo barrage (DMG is based on the skill's level; 1s cooldown between activations). If this barrage activates while this boat has 20% or more max HP remaining: this boat loses 20 HP; if this boat has ""Certificate of Sponsorship"" equipped or Bismarck is present in the fleet: increases this boat's EVA by 5% (15%), and removes the HP loss effect when the special barrage activates.",U-556 META,,,
Red[322],Grand Chariot,"Every 4 times this ship fires her Main Guns: your fleet gains 8 AP. Increases this ship's FP, AA, and EVA by 4.5% (12%).",Reisalin Stout,,,
